,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
475,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2022-03-31 14:24:15.966942,P2,A14,2019,Professional,Calculate statistics,A142019,CKM Analytix
476,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2022-03-31 15:24:15.966942,P2,A14,2019,Professional,Representation,A142019,CKM Analytix
477,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent temporal series,Represent temporal series of subprocesses,2022-03-31 16:24:15.966942,P2,A14,2019,Professional,Representation,A142019,CKM Analytix
478,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of waiting time,2022-03-31 17:24:15.966942,P2,A14,2019,Professional,Representation,A142019,CKM Analytix
479,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2022-03-31 18:24:15.966942,P2,A14,2019,Professional,Calculate statistics,A142019,CKM Analytix
480,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2022-03-31 19:24:15.966942,P2,A14,2019,Professional,Manipulation,A142019,CKM Analytix
481,A14 P2 BPI 2019,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-03-31 20:24:15.966942,P2,A14,2019,Professional,Manipulation,A142019,CKM Analytix
482,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2022-03-31 21:24:15.966942,P2,A14,2019,Professional,Calculate statistics,A142019,CKM Analytix
483,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-03-31 22:24:15.966942,P2,A14,2019,Professional,Calculate statistics,A142019,CKM Analytix
484,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-03-31 23:24:15.966942,P2,A14,2019,Professional,Calculate statistics,A142019,CKM Analytix
485,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2022-04-01 00:24:15.966942,P2,A14,2019,Professional,Manipulation,A142019,CKM Analytix
486,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent scatterplot of cycle time and an attribute,Represent scatterplot of cycle time and an attribute,2022-04-01 01:24:15.966942,P2,A14,2019,Professional,Representation,A142019,CKM Analytix
487,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-01 02:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
488,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2022-04-01 03:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
489,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2022-04-01 04:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
490,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2022-04-01 05:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
491,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2022-04-01 06:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
492,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2022-04-01 07:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
493,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2022-04-01 08:24:15.966942,P2,A15,2019,Professional,Manipulation,A152019,Agilos
494,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2022-04-01 09:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
495,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2022-04-01 10:24:15.966942,P2,A15,2019,Professional,Manipulation,A152019,Agilos
496,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2022-04-01 11:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
497,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter events,Filter events by activities,2022-04-01 12:24:15.966942,P2,A15,2019,Professional,Manipulation,A152019,Agilos
498,A15 P2 BPI 2019,A15 P2 BPI 2019,Preprocess the events of the logs,Preprocess the events of the logs,2022-04-01 13:24:15.966942,P2,A15,2019,Professional,Manipulation,A152019,Agilos
499,A15 P2 BPI 2019,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2022-04-01 14:24:15.966942,P2,A15,2019,Professional,Manipulation,A152019,Agilos
500,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2022-04-01 15:24:15.966942,P2,A15,2019,Professional,Analyze Time,A152019,Agilos
501,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-01 16:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
502,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2022-04-01 17:24:15.966942,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
503,A15 P2 BPI 2019,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2022-04-01 18:24:15.966942,P2,A15,2019,Professional,Representation,A152019,Agilos
504,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-04-01 19:24:15.966942,P5,A6,2015,Academic,Analyze Time,A62015,Hasselt University
505,A6 P5 BPI 2015,A6 P5 BPI 2015,Represent histograms,Represent histograms of cycle time,2022-04-01 20:24:15.966942,P5,A6,2015,Academic,Representation,A62015,Hasselt University
506,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2022-04-01 21:24:15.966942,P5,A6,2015,Academic,Calculate statistics,A62015,Hasselt University
507,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-04-01 22:24:15.966942,P5,A6,2015,Academic,Analyze Time,A62015,Hasselt University
508,A6 P5 BPI 2015,A6 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2022-04-01 23:24:15.966942,P5,A6,2015,Academic,Identification,A62015,Hasselt University
509,A6 P5 BPI 2015,A6 P5 BPI 2015,Group traces,Group traces depending on attributes,2022-04-02 00:24:15.966942,P5,A6,2015,Academic,Manipulation,A62015,Hasselt University
510,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2022-04-02 01:24:15.966942,P5,A6,2015,Academic,Calculate statistics,A62015,Hasselt University
511,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-04-02 02:24:15.966942,P5,A6,2015,Academic,Analyze Time,A62015,Hasselt University
512,A6 P5 BPI 2015,A6 P5 BPI 2015,Find bottlenecks,Find sub-processes as bottlenecks applying temporal performance criteria,2022-04-02 03:24:15.966942,P5,A6,2015,Academic,Analyze Time,A62015,Hasselt University
513,A6 P5 BPI 2015,A6 P5 BPI 2015,Group traces,Group traces by sub-processes,2022-04-02 04:24:15.966942,P5,A6,2015,Academic,Manipulation,A62015,Hasselt University
514,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2022-04-02 05:24:15.966942,P5,A6,2015,Academic,Calculate statistics,A62015,Hasselt University
515,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2022-04-02 06:24:15.966942,P5,A6,2015,Academic,Analyze Time,A62015,Hasselt University
516,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-04-02 07:24:15.966942,P1,A12,2017,Student,Analyze Time,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
517,A12 P1 BPI 2017,A12 P1 BPI 2017,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-04-02 08:24:15.966942,P1,A12,2017,Student,Analyze Time,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
518,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-02 09:24:15.966942,P1,A12,2017,Student,Manipulation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
519,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-02 10:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
520,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2022-04-02 11:24:15.966942,P1,A12,2017,Student,Identification,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
521,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify transitions by cycle time,Identify transitions by cycle time,2022-04-02 12:24:15.966942,P1,A12,2017,Student,Identification,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
522,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2022-04-02 13:24:15.966942,P1,A12,2017,Student,Manipulation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
523,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-02 14:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
524,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2022-04-02 15:24:15.966942,P1,A12,2017,Student,Identification,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
525,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter events,Filter events by attributes,2022-04-02 16:24:15.966942,P1,A12,2017,Student,Manipulation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
526,A12 P1 BPI 2017,A12 P1 BPI 2017,Group traces,Group traces by endpoints,2022-04-02 17:24:15.966942,P1,A12,2017,Student,Manipulation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
527,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2022-04-02 18:24:15.966942,P1,A12,2017,Student,Analyze Time,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
528,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-04-02 19:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
529,A12 P1 BPI 2017,A12 P1 BPI 2017,Find bottlenecks,Find organizational units as bottlenecks applying temporal performance criteria,2022-04-02 20:24:15.966942,P1,A12,2017,Student,Analyze Time,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
530,A12 P1 BPI 2017,A12 P1 BPI 2017,Group traces,Group traces by cycle time,2022-04-02 21:24:15.966942,P1,A12,2017,Student,Manipulation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
531,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2022-04-02 22:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
532,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-02 23:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
533,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify activities,Identify common activities,2022-04-03 00:24:15.966942,P1,A12,2017,Student,Identification,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
534,A12 P1 BPI 2017,A12 P1 BPI 2017,Represent process map,Represent process map with cycle time,2022-04-03 01:24:15.966942,P1,A12,2017,Student,Representation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
535,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2022-04-03 02:24:15.966942,P1,A12,2017,Student,Analyze Time,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
536,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of sub-processes,2022-04-03 03:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
537,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify attributes,Identify values of attributes,2022-04-03 04:24:15.966942,P1,A12,2017,Student,Identification,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
538,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of attributes,2022-04-03 05:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
539,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2022-04-03 06:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
540,A12 P1 BPI 2017,A12 P1 BPI 2017,Represent linear tendency of cycle time with respect an attribute,Represent linear tendency of cycle time with respect an attribute,2022-04-03 07:24:15.966942,P1,A12,2017,Student,Representation,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
541,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate statistics,Calculate Statistics of attributes,2022-04-03 08:24:15.966942,P1,A12,2017,Student,Calculate statistics,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
542,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by cycle time,2022-04-03 09:24:15.966942,P1,A12,2017,Student,Identification,A122017," School of Engineering
Pontificia Universidad Católica de Chile"
543,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-04-03 10:24:15.966942,P1,A19,2017,Professional,Analyze Time,A192017,Cognitio Analytics
544,A19 P1 BPI 2017,A19 P1 BPI 2017,Find bottlenecks,Find sub-processes as bottlenecks applying temporal performance criteria,2022-04-03 11:24:15.966942,P1,A19,2017,Professional,Analyze Time,A192017,Cognitio Analytics
545,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2022-04-03 12:24:15.966942,P1,A19,2017,Professional,Analyze Time,A192017,Cognitio Analytics
546,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2022-04-03 13:24:15.966942,P1,A19,2017,Professional,Analyze Time,A192017,Cognitio Analytics
547,A19 P1 BPI 2017,A19 P1 BPI 2017,Filter activities,Filter activities by resource,2022-04-03 14:24:15.966942,P1,A19,2017,Professional,Manipulation,A192017,Cognitio Analytics
548,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2022-04-03 15:24:15.966942,P1,A19,2017,Professional,Analyze Time,A192017,Cognitio Analytics
549,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-04-03 16:24:15.966942,P1,A19,2017,Professional,Representation,A192017,Cognitio Analytics
550,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time with respect an attribute,Represent linear tendency of cycle time with respect an attribute,2022-04-03 17:24:15.966942,P1,A19,2017,Professional,Representation,A192017,Cognitio Analytics
551,A19 P1 BPI 2017,A19 P1 BPI 2017,Compare cycle time,Compare cycle time,2022-04-03 18:24:15.966942,P1,A19,2017,Professional,Analyze Time,A192017,Cognitio Analytics
552,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-04-03 19:24:15.966942,P1,A19,2017,Professional,Representation,A192017,Cognitio Analytics
553,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time with respect an attribute,Represent linear tendency of cycle time with respect an attribute,2022-04-03 20:24:15.966942,P1,A19,2017,Professional,Representation,A192017,Cognitio Analytics
554,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2022-04-03 21:24:15.966942,P1,A19,2017,Professional,Representation,A192017,Cognitio Analytics
555,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time with respect an attribute,Represent linear tendency of cycle time with respect an attribute,2022-04-03 22:24:15.966942,P1,A19,2017,Professional,Representation,A192017,Cognitio Analytics
556,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2022-04-03 23:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
557,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for all traces,2022-04-04 00:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
558,A2 P2 BPI 2019,A2 P2 BPI 2019,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-04-04 01:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
559,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by attributes,2022-04-04 02:24:15.966942,P2,A2,2019,Student,Manipulation,A22019,RWTH Aachen University
560,A2 P2 BPI 2019,A2 P2 BPI 2019,Group traces,Group traces depending on attributes,2022-04-04 03:24:15.966942,P2,A2,2019,Student,Manipulation,A22019,RWTH Aachen University
561,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2022-04-04 04:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
562,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2022-04-04 05:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
563,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-04 06:24:15.966942,P2,A2,2019,Student,Calculate statistics,A22019,RWTH Aachen University
564,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by activities,2022-04-04 07:24:15.966942,P2,A2,2019,Student,Manipulation,A22019,RWTH Aachen University
565,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-04 08:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
566,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by cycle time,2022-04-04 09:24:15.966942,P2,A2,2019,Student,Manipulation,A22019,RWTH Aachen University
567,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify resources,Identify resources by cycle time,2022-04-04 10:24:15.966942,P2,A2,2019,Student,Identification,A22019,RWTH Aachen University
568,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-04 11:24:15.966942,P2,A2,2019,Student,Calculate statistics,A22019,RWTH Aachen University
569,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2022-04-04 12:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
570,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2022-04-04 13:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
571,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2022-04-04 14:24:15.966942,P2,A2,2019,Student,Calculate statistics,A22019,RWTH Aachen University
572,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2022-04-04 15:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
573,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-04 16:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
574,A2 P2 BPI 2019,A2 P2 BPI 2019,Find bottlenecks,Find activities as bottlenecks applying temporal performance criteria,2022-04-04 17:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
575,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2022-04-04 18:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
576,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2022-04-04 19:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
577,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2022-04-04 20:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
578,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2022-04-04 21:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
579,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2022-04-04 22:24:15.966942,P2,A2,2019,Student,Identification,A22019,RWTH Aachen University
580,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2022-04-04 23:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
581,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2022-04-05 00:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
582,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2022-04-05 01:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
583,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-04-05 02:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
584,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2022-04-05 03:24:15.966942,P2,A2,2019,Student,Representation,A22019,RWTH Aachen University
585,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate waiting time,Calculate waiting time,2022-04-05 04:24:15.966942,P2,A2,2019,Student,Analyze Time,A22019,RWTH Aachen University
586,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Represent temporal series,Represent temporal series of traces,2022-04-05 05:24:15.966942,P1-P2,A11,2020,Professional,Representation,A112020,Sberbank
587,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Identify attributes,Identify values of attributes,2022-04-05 06:24:15.966942,P1-P2,A11,2020,Professional,Identification,A112020,Sberbank
588,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Represent temporal series,Represent temporal series of traces,2022-04-05 07:24:15.966942,P1-P2,A11,2020,Professional,Representation,A112020,Sberbank
589,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-04-05 08:24:15.966942,P1-P2,A11,2020,Professional,Calculate statistics,A112020,Sberbank
590,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Identify attributes,Identify values of attributes,2022-04-05 09:24:15.966942,P1-P2,A11,2020,Professional,Identification,A112020,Sberbank
591,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-04-05 10:24:15.966942,P1-P2,A11,2020,Professional,Calculate statistics,A112020,Sberbank
592,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Identify attributes,Identify values of attributes,2022-04-05 11:24:15.966942,P1-P2,A11,2020,Professional,Identification,A112020,Sberbank
593,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-04-05 12:24:15.966942,P1-P2,A11,2020,Professional,Analyze Time,A112020,Sberbank
594,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-04-05 13:24:15.966942,P1-P2,A11,2020,Professional,Manipulation,A112020,Sberbank
595,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-04-05 14:24:15.966942,P1-P2,A11,2020,Professional,Analyze Time,A112020,Sberbank
596,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2022-04-05 15:24:15.966942,P1-P2,A11,2020,Professional,Analyze Time,A112020,Sberbank
597,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Represent temporal series,Represent temporal series of traces,2022-04-05 16:24:15.966942,P1-P2,A11,2020,Professional,Representation,A112020,Sberbank
598,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-04-05 17:24:15.966942,P1-P2,A11,2020,Professional,Calculate statistics,A112020,Sberbank
599,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Identify attributes,Identify values of attributes,2022-04-05 18:24:15.966942,P1-P2,A11,2020,Professional,Identification,A112020,Sberbank
600,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate number of elements,Calculate number of traces,2022-04-05 19:24:15.966942,P1-P2,A11,2020,Professional,Calculate statistics,A112020,Sberbank
601,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Identify attributes,Identify values of attributes,2022-04-05 20:24:15.966942,P1-P2,A11,2020,Professional,Identification,A112020,Sberbank
602,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-04-05 21:24:15.966942,P1-P2,A11,2020,Professional,Analyze Time,A112020,Sberbank
603,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Filter traces,Filter traces by activities,2022-04-05 22:24:15.966942,P1-P2,A11,2020,Professional,Manipulation,A112020,Sberbank
604,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Calculate throughput,Calculate throughput,2022-04-05 23:24:15.966942,P1-P2,A11,2020,Professional,Analyze Time,A112020,Sberbank
605,A11 P1-P2 BPI 2020,A11 P1-P2 BPI 2020,Compare cycle time,Compare cycle time,2022-04-06 00:24:15.966942,P1-P2,A11,2020,Professional,Analyze Time,A112020,Sberbank
606,A11 P4 BPI 2020,A11 P4 BPI 2020,Filter traces,Filter traces by activities,2022-04-06 01:24:15.966942,P4,A11,2020,Professional,Manipulation,A112020,Sberbank
607,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2022-04-06 02:24:15.966942,P4,A11,2020,Professional,Calculate statistics,A112020,Sberbank
608,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate frequency,Calculate frequency of activities,2022-04-06 03:24:15.966942,P4,A11,2020,Professional,Calculate statistics,A112020,Sberbank
609,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate throughput,Calculate throughput,2022-04-06 04:24:15.966942,P4,A11,2020,Professional,Analyze Time,A112020,Sberbank
610,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate throughput,Calculate throughput,2022-04-06 05:24:15.966942,P4,A11,2020,Professional,Analyze Time,A112020,Sberbank
611,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate throughput,Calculate throughput,2022-04-06 06:24:15.966942,P4,A11,2020,Professional,Analyze Time,A112020,Sberbank
612,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2022-04-06 07:24:15.966942,P4,A11,2020,Professional,Calculate statistics,A112020,Sberbank
613,A11 P4 BPI 2020,A11 P4 BPI 2020,Identify attributes,Identify values of attributes,2022-04-06 08:24:15.966942,P4,A11,2020,Professional,Identification,A112020,Sberbank
614,A11 P5 BPI 2020,A11 P5 BPI 2020,Filter traces,Filter traces by year,2022-04-06 09:24:15.966942,P5,A11,2020,Professional,Manipulation,A112020,Sberbank
